,PLR_ID,public_tra,eating,culture,community,health_car,public_ser,education,outdoor_fa,outdoor_le,night_life,water,mig_rate,ave_rent,social_hou,public_hou,five_y_pls,rent_to_pr,dyn_r_to_p,sales,dyn_sales,unemployme,welfare,child_pov,dyn_unempl,dyn_welfar,dyn_child,B_1940,B_1941_199,B_1991_201,vegpm20,other_sch,vocat_sch,primary_sc,Gymnasium,secon_sch,priv_schoo,sp_nee_sch,kita,stations,PLR_NAME,BZR_NAME
248,8200729,103,14,0,0,6,16,0,260,22,3,6,37.92,8.67,10.47,15.16,70.38,0.75,28.97,0.3500018193067299,17.98,3.49,5.68,8.92,0.55,-1.03,0.64,16.17,58.53,25.29,3.98,0,0,0,0,1,1,2,9,0,Britzer Garten,Britz
249,2200207,147,136,15,4,32,31,1,279,18,37,4,40.15,14.4,5.64,4.92,63.39,2.54,131.97,0.6330469430314478,48.02,1.0,3.05,6.17,0.1,-0.25,-0.29,44.32,0.53,55.15,2.37,0,1,5,0,1,1,0,33,8,Gleisdreieck,Tempelhofer Vorstadt
250,12200413,62,10,2,2,5,10,0,31,8,2,0,41.14,8.25,4.12,17.57,65.06,0.55,22.88,0.484,39.85,8.08,19.58,42.69,1.38,-0.86,1.08,34.88,50.56,14.56,1.88,0,0,2,0,0,3,0,4,2,Tegel Süd,West 1 - Tegel-Süd/Flughafensee
251,4500937,121,148,7,0,72,36,4,114,3,34,5,44.16,13.07,4.71,6.8,64.77,1.88,98.63,1.054868110661686,72.06,3.13,5.82,9.61,0.81,-0.9,-1.05,69.49,27.98,2.52,2.54,0,0,1,1,2,1,0,35,3,Halensee,Halensee
252,3400830,117,26,0,1,32,16,2,42,12,7,0,19.69,10.5,1.68,20.19,66.12,1.64,45.42,0.4459804521594197,29.35,4.39,8.29,18.82,1.18,-0.02,2.04,87.82,7.11,5.07,2.51,0,0,2,1,1,6,0,21,9,Kissingenviertel,Pankow Süd
253,3500936,80,35,3,3,39,17,0,324,5,9,2,20.9,10.29,1.73,21.11,63.25,0.56,44.57,0.2393117895759497,22.31,3.78,7.95,15.56,0.48,-0.33,1.67,57.16,23.76,19.09,5.82,0,1,1,1,0,5,0,29,14,Komponistenviertel Weißensee,Weißensee
254,10200420,84,13,1,1,11,10,0,317,11,6,3,24.98,8.62,2.55,38.33,65.45,0.0,0.01,0.0939796118589584,6.07,8.06,21.22,48.57,2.61,0.28,2.77,7.94,90.86,1.19,2.6,0,1,1,1,4,0,0,17,8,Gut Hellersdorf,Hellersdorf Nord
255,1200517,191,157,7,11,79,48,2,387,8,61,12,57.62,14.51,6.7,4.55,59.17,1.19,86.92,0.8411660672473371,52.3,8.46,21.91,58.7,1.58,-3.56,-8.48,83.03,12.65,4.32,1.12,0,1,3,0,3,5,1,71,6,Huttenkiez,Moabit West
256,4300619,105,104,7,3,40,32,3,174,5,29,3,45.52,13.07,4.71,6.8,64.77,1.89,98.67,1.0550000000000002,72.07,4.25,9.5,21.89,0.75,-0.62,-0.51,38.43,59.97,1.6,2.47,0,4,3,0,1,3,1,40,2,Alt-Lietzow,Otto-Suhr-Allee/Kantstraße
257,6100205,98,26,1,1,25,16,1,69,3,6,2,33.68,10.8,2.01,1.41,67.92,0.99,55.18,0.9749628469203016,60.43,4.14,7.52,17.7,1.1,-0.74,-0.55,39.86,49.62,10.52,3.77,0,1,2,1,2,1,0,13,2,Südende,Albrechtstraße
258,4300624,184,326,14,3,63,44,2,183,7,53,11,46.28,13.07,4.71,6.8,64.77,1.89,98.67,1.0550000000000002,72.07,3.3,6.03,14.5,0.97,-0.19,0.48,67.78,28.95,3.27,2.1,0,2,3,2,1,1,0,19,7,Savignyplatz,Otto-Suhr-Allee/Kantstraße
259,10200419,55,9,1,1,12,6,0,127,1,5,1,24.99,8.62,2.55,38.33,65.45,0.0,0.0,0.094,6.07,5.93,16.25,34.07,-0.55,-7.59,-14.9,0.0,99.99,0.01,2.11,0,1,1,1,2,0,0,12,6,Havelländer Ring,Hellersdorf Nord
260,4200207,126,22,2,2,5,23,0,136,4,3,5,38.6,0.99,0.23,0.34,70.52,0.03,3.37,0.0688533382152818,6.14,0.46,1.54,3.16,-0.08,0.16,-0.58,70.74,24.29,4.97,11.91,0,0,2,2,0,5,2,13,3,Eichkamp,Heerstraße
261,2200211,143,185,11,8,41,38,1,180,7,50,2,41.84,14.08,5.39,5.55,63.67,2.43,123.94,0.6259045301555888,47.28,4.62,9.85,17.35,1.26,-0.36,-1.69,89.04,8.91,2.06,4.73,0,1,4,1,3,1,0,48,4,Chamissokiez,Tempelhofer Vorstadt
262,3601141,36,118,7,3,68,23,8,158,8,40,2,32.75,10.49,0.63,15.44,61.3,1.29,84.7,0.6939977014287725,66.05,3.09,5.57,9.68,0.96,-0.56,1.12,95.98,2.68,1.34,2.08,0,0,5,0,0,1,0,49,9,Arnimplatz,Prenzlauer Berg Nordwest
263,11401137,92,14,0,3,24,19,0,651,36,5,7,28.78,9.49,2.04,31.11,61.22,0.82,38.51,0.21302385966444862,20.71,6.47,14.01,38.09,1.18,-0.9,-2.53,18.81,72.3,8.89,6.23,0,0,3,1,3,1,1,15,6,Erieseering,Friedrichsfelde Süd
264,10100311,149,19,1,3,21,24,0,354,12,3,1,29.55,7.22,1.03,35.25,70.51,0.2,12.66,0.060226153459545496,3.44,5.95,7.45,9.24,1.85,0.91,0.09,32.56,33.99,33.44,1.91,0,2,2,1,0,2,0,16,20,Marzahner Chaussee,Marzahn Süd
265,9100306,80,6,0,1,0,13,0,33,2,2,0,30.69,10.72,0.6,18.71,65.15,0.91,35.07,0.550772424188035,36.0,3.3,7.52,22.49,2.42,4.55,15.2,22.87,28.71,48.42,3.91,0,1,1,1,1,0,0,4,0,Späthsfelde,Baumschulenweg
266,3400724,90,25,0,1,19,18,0,108,13,4,2,17.64,10.51,1.65,20.24,66.11,1.64,45.51,0.44734856126038364,29.44,3.65,7.35,15.41,0.81,-0.5,-0.42,71.58,25.71,2.71,3.41,0,0,3,0,1,4,2,26,11,Wolfshagener Straße,Pankow Zentrum
267,1200628,155,63,2,1,16,19,0,717,3,7,11,42.43,14.54,6.67,4.47,59.12,1.19,87.13,0.8426611110521479,52.34,2.97,8.43,13.39,-0.42,-0.61,-0.93,31.32,40.76,27.93,1.99,0,1,3,0,0,0,0,16,9,Lüneburger Straße,Moabit Ost
268,8401241,149,18,0,0,10,13,0,70,6,3,1,36.35,7.9,18.56,9.79,73.55,0.03,12.52,0.2002510959015272,10.67,3.04,5.55,15.93,0.77,0.29,1.84,15.45,68.88,15.67,2.05,0,1,2,0,2,0,1,16,2,Blumenviertel,Rudow
269,4400726,146,41,1,1,38,25,0,61,4,9,4,42.58,12.38,7.94,9.0,68.31,0.74,48.29,0.8973938746775966,57.84,2.36,6.58,12.15,0.79,0.75,4.54,29.67,50.73,19.6,4.72,0,0,1,2,1,1,0,16,3,Bismarckallee,Grunewald
270,12400618,39,6,1,0,2,15,0,21,1,2,0,14.28,10.79,2.88,1.69,76.86,0.14,5.92,0.1632964362535786,10.56,1.1,3.43,6.09,-0.12,-0.09,-1.32,44.59,46.38,9.03,12.17,0,0,0,0,0,2,0,6,2,Heiligensee Nord,West 2 - Heiligensee/Konradshöhe
271,11300618,42,22,0,1,20,18,1,159,4,12,4,30.19,8.74,0.59,32.68,62.08,0.45,11.37,0.0691134387627244,7.56,4.02,8.73,26.46,1.02,-0.72,-0.01,38.36,59.9,1.74,2.37,0,0,2,1,0,2,1,23,8,Storkower Bogen,Fennpfuhl
272,6100102,144,108,3,1,137,33,3,110,2,24,2,36.45,10.8,2.0,1.39,67.92,0.99,55.24,0.976,60.48,3.2,6.13,13.1,0.53,-0.66,0.15,72.53,23.64,3.83,2.77,0,0,3,3,1,2,1,32,4,Schloßstraße,Schloßstraße
273,1400941,101,23,3,0,20,18,0,46,1,24,0,43.38,9.6,5.88,15.22,61.66,1.04,68.89,0.5289821852383902,43.51,7.03,14.0,42.35,2.21,-1.73,-2.73,17.46,81.19,1.35,3.42,0,0,1,1,1,0,0,25,3,Londoner Straße,Parkviertel
274,8100313,70,52,5,4,21,10,0,158,1,36,0,38.01,11.52,6.72,9.57,62.9,1.4,98.63,0.4851091270032405,41.43,8.18,16.62,39.24,2.15,-2.91,-8.62,73.62,26.37,0.01,3.0,0,0,2,1,2,1,1,31,0,Bouchéstraße,Reuterstraße
275,1100416,126,289,14,6,28,26,1,147,18,83,10,40.42,16.16,1.88,16.67,56.73,1.54,78.33,0.7701111681569528,48.88,2.08,3.56,5.69,0.9,0.28,1.98,74.74,13.12,12.14,2.29,0,0,8,2,1,5,0,44,17,Arkonaplatz,Brunnenstraße Süd
276,1100313,186,147,21,15,22,30,2,312,9,54,21,46.08,16.16,1.86,16.64,56.75,1.54,78.44,0.7704152558795031,48.89,2.86,6.25,16.22,0.71,-0.2,0.52,24.36,43.83,31.81,1.95,0,0,3,1,0,4,0,34,6,Heine-Viertel Ost,Alexanderplatz
277,12400721,89,11,0,3,23,19,0,104,0,2,1,13.82,9.74,1.72,1.46,75.56,0.06,3.81,0.29100000000000004,15.46,1.12,2.84,4.74,-0.1,0.32,-0.45,41.79,41.74,16.47,12.39,0,0,1,0,1,1,0,10,1,Frohnau Ost,Nord 1 - Frohnau/Hermsdorf
278,1200519,79,92,3,7,39,25,1,103,2,35,1,50.84,14.53,6.69,4.41,59.13,1.19,87.17,0.843,52.36,7.66,16.35,41.85,2.21,-3.38,-7.1,67.55,30.81,1.64,2.23,0,1,2,0,0,2,0,27,3,Emdener Straße,Moabit West
279,3400721,116,51,7,2,44,18,3,160,13,18,3,17.64,10.51,1.64,20.26,66.1,1.64,45.55,0.4479760850015265,29.48,2.88,5.49,7.53,0.55,0.07,1.49,69.98,5.93,24.09,3.35,0,0,4,1,2,1,0,39,11,Florakiez,Pankow Zentrum
280,2200209,136,147,16,9,36,30,0,193,21,50,11,40.62,14.4,5.64,4.93,63.4,2.54,131.87,0.63316837123991,48.02,4.11,8.39,16.12,0.8,-1.08,-1.66,69.99,15.8,14.21,2.81,0,1,4,1,1,3,0,46,4,Viktoriapark,Tempelhofer Vorstadt
281,5400944,74,20,0,0,6,8,0,57,0,1,0,17.06,9.89,1.49,1.78,73.97,0.08,6.77,0.10517240179891821,8.13,0.67,4.28,2.66,0.08,3.14,1.5,7.19,81.36,11.45,1.36,0,0,1,0,0,1,0,7,0,Kladower Damm,Gatow/Kladow
282,2500830,69,227,8,12,50,28,3,150,12,90,1,39.3,13.97,0.74,8.39,52.41,3.05,152.35,1.1168416453026584,84.34,4.49,7.78,11.4,0.75,-0.18,-1.83,61.75,23.43,14.82,2.14,0,0,4,2,1,2,1,46,13,Niederbarnimstraße,Frankfurter Allee Süd FK
283,7501031,157,36,0,6,27,17,0,55,6,11,0,33.93,8.3,8.04,10.09,68.32,0.91,24.9,0.39107103152317,37.21,4.89,11.32,26.63,0.8,-1.07,-3.02,32.28,62.5,5.22,3.32,0,0,3,2,0,4,0,22,3,Eisenacher Straße,Mariendorf Nord
284,8301037,75,12,0,0,9,9,0,65,7,3,1,53.72,8.22,6.64,27.0,73.04,0.23,3.69,0.250564068287611,24.11,11.23,21.5,48.81,3.81,0.0,3.78,0.05,99.91,0.05,3.54,0,1,1,0,2,0,1,12,2,Gropiusstadt Süd-Ost,Gropiusstadt Ost
285,12601031,148,20,0,4,13,18,1,75,8,6,1,29.95,7.55,1.56,42.23,69.9,0.05,10.72,0.233,15.78,4.06,7.79,21.5,0.22,-0.41,-0.58,22.5,63.46,14.04,2.6,0,2,2,0,2,2,1,21,3,Lübarser Straße,Rollbergesiedlung
286,4400728,109,19,2,1,10,18,0,38,2,2,3,36.84,12.38,7.95,9.01,68.32,0.74,48.16,0.897,57.8,1.53,3.25,3.55,0.29,0.15,-1.35,33.99,54.4,11.6,6.05,0,0,2,1,0,0,0,7,1,Hagenplatz,Grunewald
287,7200307,131,132,1,3,86,35,4,125,1,27,3,36.29,13.98,4.04,7.79,65.18,2.26,84.4,0.8797507144737754,56.74,3.62,7.55,13.59,1.23,-0.46,0.34,44.95,53.51,1.54,3.05,0,2,6,0,3,4,0,46,7,Bayerischer Platz,Schöneberg Südwest
288,9501737,79,27,0,1,16,14,0,131,2,4,0,8.76,10.57,0.95,15.2,67.2,0.3,24.13,0.21699064467427517,22.61,2.28,3.67,6.83,0.62,-0.28,-0.93,55.18,25.55,19.27,7.87,0,0,2,1,1,1,1,12,18,Alt-Friedrichshagen,Friedrichshagen
289,10200524,96,8,2,1,24,11,0,125,5,6,1,18.79,8.62,2.55,38.33,65.45,0.0,0.0,0.0939989013811828,6.07,3.79,11.64,31.89,0.8,0.98,6.05,0.0,85.02,14.98,1.96,0,1,3,1,1,1,2,20,10,Adele-Sandrock-Straße,Hellersdorf Ost
290,3500932,88,18,1,1,10,16,1,42,15,8,0,13.94,10.29,1.74,21.06,63.26,0.56,44.53,0.23858662703656588,22.25,5.1,8.83,20.92,0.35,-4.23,-8.24,63.77,24.82,11.41,3.11,0,1,1,0,2,3,0,21,7,Bühringstraße,Weißensee
291,7200413,168,121,5,8,52,32,3,240,11,41,7,38.66,13.96,4.03,7.85,65.19,2.25,83.92,0.8765537014258152,56.53,3.41,8.86,14.0,0.89,-0.13,0.0,89.44,9.01,1.55,1.5,0,0,2,1,0,6,0,46,4,Cheruskerstraße,Schöneberg Südost
292,2400520,112,83,3,8,35,35,4,223,26,26,5,31.66,14.62,1.12,37.39,59.7,0.69,120.87,0.8187335512913997,56.41,7.11,11.03,33.33,1.98,-1.78,-3.36,12.67,84.49,2.84,5.11,0,0,3,0,3,6,3,46,18,Barnimkiez,Karl-Marx-Allee Nord
293,2500836,133,18,3,3,21,12,0,481,6,11,6,22.9,13.97,0.74,8.38,52.42,3.05,152.27,1.1164449153816967,84.3,1.44,3.48,3.89,0.21,0.9,1.08,12.81,0.99,86.21,2.43,0,1,1,0,0,0,0,11,10,Stralauer Halbinsel,Frankfurter Allee Süd FK
294,12500928,83,16,0,0,12,17,0,62,3,7,0,19.04,7.55,1.56,42.2,69.9,0.05,10.72,0.2330412175921374,15.78,2.9,5.09,12.25,0.66,0.14,3.23,40.49,47.52,11.99,7.75,0,0,3,1,0,3,0,15,1,Waidmannslust,Nord 2 - Waidmannslust/Wittenau/Lübars
295,5100210,84,5,0,0,9,8,0,24,1,9,0,37.66,7.99,5.95,12.59,63.56,0.7,14.0,0.403,33.4,8.03,19.7,46.31,0.69,-3.34,-5.67,70.78,26.68,2.54,4.73,0,0,5,0,1,1,1,16,0,Germersheimer Platz,Falkenhagener Feld
296,8401246,151,12,0,1,20,19,0,251,3,5,1,27.04,7.9,18.56,9.79,73.55,0.03,12.49,0.199901093230932,10.64,4.54,9.37,25.62,1.49,0.69,3.91,10.8,68.96,20.25,2.2,0,0,2,1,0,0,0,15,1,Waltersdorfer Chaussee Ost,Rudow
297,3300515,42,2,0,0,4,4,0,19,3,0,0,8.72,9.21,10.06,4.96,71.31,0.7,17.16,0.006,0.46,,,,,,,44.95,36.82,18.23,1.97,0,0,1,0,0,0,0,2,0,Blankenburger Süden,Blankenburg/Heinersdorf/Märchenland
298,4500936,106,222,8,1,81,37,3,115,2,46,9,45.65,13.07,4.71,6.8,64.77,1.89,98.67,1.0550000000000002,72.07,3.76,8.51,22.02,0.59,-0.65,-2.79,61.2,34.69,4.11,2.83,0,0,1,1,2,1,0,25,3,Droysenstraße,Halensee
299,2300419,100,204,8,7,27,29,1,270,10,74,4,51.27,12.69,7.37,9.35,68.15,1.6,90.73,0.6254184248090022,42.45,6.22,12.94,24.55,1.24,-1.07,0.25,86.62,12.41,0.97,2.44,0,2,5,0,1,5,0,45,3,Wrangelkiez,Südliche Luisenstadt
300,8100208,125,119,8,9,80,25,2,503,5,71,3,55.49,11.52,6.73,9.55,62.9,1.4,98.74,0.485,41.44,9.75,19.37,49.78,2.98,-2.48,-1.17,90.78,8.38,0.84,3.69,0,0,8,1,1,3,0,64,6,Körnerpark,Neuköllner Mitte/Zentrum
301,7100101,159,199,5,1,59,42,3,153,4,65,14,49.01,11.27,12.55,18.6,66.07,1.17,70.67,0.6665894494775235,49.15,4.75,11.04,21.2,1.02,-0.35,0.48,52.0,42.89,5.12,2.94,0,0,4,1,1,3,0,35,6,Wittenbergplatz,Schöneberg Nordwest
302,3500935,56,37,5,3,39,19,0,203,6,7,0,25.41,10.29,1.73,21.08,63.25,0.56,44.62,0.2394217497162754,22.33,4.81,7.46,9.94,0.35,-2.59,-4.89,73.96,13.3,12.74,2.02,0,2,1,1,1,4,0,34,6,Behaimstraße,Weißensee
303,2200212,110,188,13,7,50,32,1,194,1,58,1,47.75,14.38,5.64,4.95,63.39,2.53,131.75,0.6315382275078446,47.96,7.96,17.33,34.88,2.49,-2.13,-1.84,70.8,27.46,1.74,4.95,0,0,5,3,3,2,0,59,3,Graefekiez Süd,Tempelhofer Vorstadt
304,5200524,50,1,0,0,2,5,0,1,2,2,0,28.87,8.82,10.45,19.87,67.09,0.32,15.61,0.323,29.07,1.93,4.31,9.84,0.48,0.3,1.31,14.21,6.9,78.89,5.8,0,0,1,0,0,0,0,9,0,Döberitzer Weg,Heerstraße
305,3400826,117,47,3,3,45,18,3,84,18,19,0,19.73,10.51,1.64,20.26,66.1,1.64,45.55,0.44802694744363547,29.48,3.56,6.4,12.41,0.95,-0.75,0.44,49.93,44.9,5.16,2.55,0,0,3,2,1,5,0,40,14,Tiroler Viertel,Pankow Süd
306,1300836,216,134,16,15,64,36,2,457,9,83,4,64.58,10.26,23.0,19.7,63.94,0.64,44.18,0.33075826558459076,25.42,10.68,26.08,61.48,3.06,-2.89,-0.43,56.99,37.74,5.27,3.46,0,0,8,1,3,3,2,76,11,Humboldthain Nordwest,Brunnenstraße Nord
307,11100101,109,8,0,1,9,18,1,208,7,1,0,8.47,8.04,0.55,52.91,71.1,0.12,1.33,0.1669701460518408,14.05,0.69,2.67,3.64,-0.39,-0.64,-1.25,19.16,25.86,54.98,2.25,0,0,2,0,2,0,0,18,6,Dörfer Malchow-Wartenberg,"Malchow, Wartenberg und Falkenberg"
308,10300733,124,7,0,0,6,19,0,294,6,1,2,18.34,9.55,2.81,14.73,67.79,0.05,1.95,0.0443672505990253,2.56,1.22,3.4,6.67,-0.31,-1.2,-4.47,33.38,15.35,51.28,5.25,0,0,1,1,0,1,0,10,5,Alt-Biesdorf,Biesdorf
309,8100419,68,49,6,4,18,10,0,109,2,30,0,60.59,11.52,6.73,9.55,62.9,1.4,98.73,0.4850065629438395,41.44,13.64,28.85,68.33,4.05,-2.93,-1.19,33.59,60.6,5.8,2.38,0,0,4,0,1,1,1,24,0,Treptower Straße Nord,Rixdorf
310,5200633,77,17,0,0,15,8,0,35,9,3,0,27.47,8.82,10.45,19.87,67.09,0.32,15.61,0.323,29.07,7.49,13.48,38.66,1.77,-0.39,0.9,4.63,58.91,36.47,2.89,0,0,2,0,1,1,0,13,0,Graetschelsteig,Wilhelmstadt
311,7601544,108,17,1,0,41,16,1,55,2,5,1,30.62,8.34,9.91,15.31,70.22,0.54,9.61,0.3069993158206352,22.89,6.3,13.02,27.88,1.14,-1.24,-4.04,15.71,75.0,9.29,2.87,0,0,2,2,2,0,0,11,2,John-Locke-Straße,Lichtenrade Süd
312,6200423,113,12,1,1,9,21,0,30,3,3,0,27.19,9.29,6.23,9.62,68.98,1.13,20.77,0.4327997077645268,31.97,3.01,7.09,19.78,0.45,-0.07,0.03,23.59,64.06,12.35,3.35,0,0,3,0,0,1,0,14,1,Schütte-Lanz-Straße,Ostpreußendamm
313,6300525,48,4,1,1,3,8,0,38,11,2,0,24.88,10.84,3.52,2.48,68.34,0.67,30.73,0.545,44.53,4.12,8.67,19.54,0.92,0.04,0.39,5.11,88.35,6.54,3.48,0,0,2,0,0,1,0,6,0,Zehlendorf Süd,Teltower Damm
314,3501037,128,12,2,0,11,19,1,183,9,6,2,17.85,10.29,1.73,21.08,63.25,0.56,44.56,0.2388689401311567,22.28,6.55,8.99,22.38,1.64,-1.92,-3.6,43.11,38.36,18.53,2.14,0,2,3,0,0,0,0,11,11,Rathaus Weißensee,Weißensee Ost
315,11401136,89,18,0,5,37,24,0,584,57,10,5,28.78,9.49,2.04,31.11,61.22,0.82,38.51,0.213,20.71,4.18,7.05,22.94,0.7,-0.48,-1.79,1.01,92.32,6.67,4.93,0,0,5,0,3,1,1,19,4,Volkradstraße,Friedrichsfelde Süd
316,7501032,84,9,0,0,3,7,0,38,2,4,0,34.32,8.31,8.01,10.11,68.31,0.92,24.95,0.3918771863044531,37.22,5.39,12.88,28.51,0.86,-0.85,0.77,19.73,69.89,10.38,2.7,0,0,2,0,0,0,0,4,0,Imbrosweg,Mariendorf Nord
317,9100203,124,16,1,1,4,18,0,351,18,11,6,19.84,10.72,0.59,18.72,65.14,0.91,35.06,0.5511289118360527,36.02,5.6,9.34,30.63,1.41,-0.94,-1.06,40.8,58.63,0.57,7.55,0,0,3,0,1,0,1,13,5,Plänterwald Ost,Plänterwald
318,5300839,79,21,0,4,14,15,0,61,14,9,4,47.99,8.33,10.42,30.71,65.93,0.29,4.37,0.4037432124475018,34.24,6.43,15.7,37.92,1.0,-2.04,-3.76,77.73,21.91,0.36,5.39,0,0,1,1,1,1,0,10,2,Rohrdamm,Siemensstadt
319,9401432,71,3,1,0,2,13,0,80,6,2,1,15.23,8.47,2.41,25.71,69.12,0.47,17.93,0.0891602075842675,9.76,2.95,7.14,16.92,0.41,0.91,0.85,20.75,46.99,32.26,7.47,1,0,2,1,0,1,0,5,6,Siedlung Kämmereiheide,Allende-Viertel
320,5300735,42,5,0,2,2,6,0,65,14,0,0,55.35,8.33,10.42,30.67,65.92,0.29,4.37,0.4040024451250647,34.25,3.68,8.94,17.26,2.98,5.13,13.9,1.49,7.06,91.45,1.85,0,0,0,0,0,0,0,6,0,Haveleck,Haselhorst
321,12601236,121,15,0,4,7,14,1,36,7,4,1,43.2,7.55,1.56,42.23,69.9,0.05,10.72,0.233,15.78,2.7,7.09,19.43,0.52,-2.23,-6.22,13.53,64.66,21.81,2.8,0,0,4,1,1,0,0,15,2,Schorfheidestraße,MV Süd
322,11300724,94,25,1,4,34,22,1,273,11,14,1,27.28,8.72,0.59,32.85,62.09,0.44,10.65,0.063,6.99,5.12,10.33,26.24,0.62,-1.93,-2.39,68.61,31.38,0.01,2.06,0,0,4,0,2,2,1,17,13,Roedeliusplatz,Alt-Lichtenberg
323,1100414,109,76,6,2,24,16,1,208,3,20,3,44.06,16.17,1.86,16.66,56.72,1.54,78.37,0.7706414153892547,48.9,1.89,4.21,9.42,0.64,-0.5,1.09,58.41,27.44,14.15,1.97,0,0,4,0,1,3,0,16,9,Nordbahnhof,Brunnenstraße Süd
324,9300923,66,8,0,3,4,10,0,43,0,4,1,21.01,11.56,8.94,23.25,67.94,0.1,4.04,0.1009999939799309,4.44,5.35,13.32,29.76,1.45,0.96,4.05,15.46,19.18,65.36,1.41,0,0,3,1,0,0,0,11,1,Kölner Viertel,Altglienicke
325,2100101,208,166,11,6,25,29,1,294,12,17,5,69.44,13.36,25.91,28.46,68.47,0.52,61.75,0.1433132743984461,18.46,8.43,21.17,44.22,2.36,0.04,4.0,14.8,60.01,25.19,2.47,0,1,4,0,1,4,1,24,11,Askanischer Platz,Südliche  Friedrichstadt
326,10400939,123,5,0,1,12,17,0,72,1,0,0,11.64,9.71,0.55,0.75,76.56,0.11,4.19,0.0539999967813492,2.41,1.23,3.01,4.83,-0.01,1.04,1.09,32.49,17.99,49.52,2.04,0,0,1,0,1,1,0,8,4,Alt-Mahlsdorf,Mahlsdorf
327,12400617,85,12,0,0,6,15,0,19,3,2,0,14.28,10.79,2.88,1.69,76.87,0.14,5.92,0.1631248308880022,10.54,1.14,2.26,2.06,0.45,-1.03,-1.96,18.5,55.05,26.45,4.74,0,0,2,0,1,0,0,7,1,Alt-Heiligensee,West 2 - Heiligensee/Konradshöhe
328,8200726,123,18,1,2,13,22,0,204,6,6,1,29.71,8.67,10.47,15.16,70.38,0.75,28.97,0.35,17.98,5.29,11.18,23.58,1.63,-0.49,0.81,80.88,17.47,1.65,4.8,0,1,1,1,2,0,1,15,2,Hufeisensiedlung,Britz
329,7100102,123,192,5,5,53,36,4,109,4,57,14,56.99,11.22,12.7,18.82,66.06,1.14,70.39,0.6622949654273689,48.98,6.66,16.88,39.36,1.93,-1.65,-2.42,50.98,45.92,3.1,2.8,0,0,5,1,2,6,0,29,4,Kalckreuthstraße,Schöneberg Nordwest
330,2400623,153,57,7,4,15,32,1,159,14,26,6,45.69,14.63,1.12,37.49,59.7,0.69,121.01,0.8189485323963452,56.38,5.78,13.33,37.24,1.23,-0.44,-2.29,9.46,84.09,6.45,2.44,0,0,4,2,1,2,2,29,7,Andreasviertel,Karl-Marx-Allee Süd
331,5400942,91,14,0,0,3,8,0,83,2,0,1,20.43,9.89,1.49,1.78,73.97,0.08,6.76,0.10501057715595381,8.12,2.21,3.84,8.37,-0.18,-3.39,-11.29,19.32,51.94,28.75,5.63,0,0,1,0,0,1,0,7,0,Alt-Gatow,Gatow/Kladow
332,1100309,258,510,36,10,50,36,2,382,6,125,25,40.97,16.17,1.84,16.66,56.71,1.54,78.4,0.7710030329278325,48.92,2.93,6.34,12.84,0.91,0.48,1.73,63.59,18.95,17.47,1.35,0,0,5,1,1,9,0,35,36,Oranienburger Straße,Alexanderplatz
333,1100102,426,335,23,4,56,65,1,1316,8,50,28,66.67,16.17,1.85,16.64,56.72,1.54,78.43,0.7711972212165639,48.94,1.16,3.46,8.33,0.24,0.93,4.92,3.11,25.25,71.64,7.25,0,0,4,2,0,5,0,37,20,Großer Tiergarten,Tiergarten Süd
334,6200313,80,14,0,2,11,22,0,36,2,3,2,32.27,9.29,6.22,9.61,68.98,1.13,20.78,0.433,31.99,5.54,10.09,24.33,1.03,-0.88,-0.75,18.76,76.15,5.08,3.83,0,0,2,1,1,0,1,16,1,Lankwitz Kirche,Lankwitz
335,1300733,90,71,11,15,39,21,2,194,6,45,3,61.93,10.24,23.11,19.76,63.97,0.64,43.95,0.3282383937712583,25.27,9.3,23.87,55.96,2.94,-1.63,0.69,58.48,33.91,7.62,1.86,0,1,4,1,1,0,0,47,9,Gesundbrunnen,Osloer Straße
336,12200307,75,6,0,1,8,13,0,26,5,6,0,39.92,8.25,4.12,17.59,65.07,0.55,22.86,0.48366650593979266,39.81,8.18,15.22,37.35,2.07,-3.16,-8.46,41.05,34.11,24.84,5.61,0,0,2,0,0,1,0,10,4,Reinickes Hof,West 4 - Auguste-Viktoria-Allee
337,4200309,87,15,1,2,10,11,0,114,1,2,0,33.4,10.64,2.37,3.58,66.23,0.27,36.17,0.739990369922778,66.36,2.52,4.5,10.22,0.28,0.01,2.92,56.35,41.96,1.69,3.46,1,0,1,2,0,4,0,12,4,Neu Westend,Westend
338,6100204,140,32,1,1,30,25,1,147,7,6,3,35.88,10.8,2.0,1.39,67.92,0.99,55.23,0.9758617903518534,60.47,4.05,7.67,16.58,0.91,-0.6,0.12,42.04,37.19,20.77,5.77,0,1,3,1,2,1,0,19,3,Munsterdamm,Albrechtstraße
339,1400939,71,56,4,4,46,24,2,74,5,51,1,43.38,9.6,5.88,15.24,61.66,1.04,68.97,0.529,43.52,8.05,17.58,45.21,2.32,-1.99,-2.49,91.88,7.27,0.86,5.2,0,2,4,1,1,1,0,51,5,Glasgower Straße,Parkviertel
340,5100206,101,4,0,0,2,9,0,3,0,0,0,44.13,7.99,5.95,12.59,63.56,0.7,14.0,0.4029999759793282,33.4,9.55,19.56,43.19,2.77,-1.39,4.72,74.74,19.95,5.32,9.0,0,0,2,0,0,1,1,8,0,Griesingerstraße,Falkenhagener Feld
